file,jd,exptime,diff_flux,diff_flux_err,target_flux_rate,comparison_ensemble_flux_rate,n_comparisons,registered,frame_artifact,good,reject_reason,minutes,diff_flux_norm
light_AMCVn_V_40s_2026_05_20-0030_flat_4s_masked_clipmean_cal.fits,2461181.762470602,40.0,0.9868690634667328,0.008887717046491281,444.9338161468506,0.9953021474438873,6,True,False,True,ok,49.91033345460892,0.9813660881346019
light_AMCVn_V_40s_2026_05_20-0031_flat_4s_masked_clipmean_cal.fits,2461181.763032176,40.0,0.9952427674623102,0.008763938662666266,451.6784595489502,1.0018885442792826,6,True,False,True,ok,50.71900002658367,0.9896930987153869
light_AMCVn_V_40s_2026_05_20-0032_flat_4s_masked_clipmean_cal.fits,2461181.763594792,40.0,1.002407121468991,0.009305430977260358,435.230224609375,0.958504078994902,6,True,False,True,ok,51.52916729450226,0.9968175028798556
light_AMCVn_V_40s_2026_05_20-0033_flat_4s_masked_clipmean_cal.fits,2461181.764156713,40.0,0.986251237811676,0.008711831590230586,456.7872947692871,1.0224580908862984,6,True,False,True,ok,52.338333427906036,0.9807517075964965
light_AMCVn_V_40s_2026_05_20-0034_flat_4s_masked_clipmean_cal.fits,2461181.76471875,40.0,1.001968479066969,0.008953698620886573,456.868701171875,1.0065988013044578,6,True,False,True,ok,53.14766652882099,0.9963813064338448
light_AMCVn_V_40s_2026_05_20-0035_flat_4s_masked_clipmean_cal.fits,2461181.765280209,40.0,0.9872280752825021,0.00951125560929673,411.05688095092773,0.9191861806690207,6,True,False,True,ok,53.956167474389076,0.9817230980301173
light_AMCVn_V_40s_2026_05_20-0036_flat_4s_masked_clipmean_cal.fits,2461181.765842593,40.0,1.0365119701505885,0.009329985631552375,451.5150375366211,0.9616498283352195,6,True,False,True,ok,54.766000136733055,1.0307321762403812
light_AMCVn_V_40s_2026_05_20-0037_flat_4s_masked_clipmean_cal.fits,2461181.766404861,40.0,1.01817079397893,0.009178983963514664,451.4655559539795,0.9788655585562892,6,True,False,True,ok,55.57566650211811,1.0124932740620731
light_AMCVn_V_40s_2026_05_20-0038_flat_4s_masked_clipmean_cal.fits,2461181.766967014,40.0,1.0114303540907696,0.009064577930047793,450.6479827880859,0.9836045061446294,6,True,False,True,ok,56.38516657054424,1.0057904201879095
light_AMCVn_V_40s_2026_05_20-0039_flat_4s_masked_clipmean_cal.fits,2461181.767529398,40.0,1.0231302665616113,0.009265881985535827,443.8703277587891,0.9577325393756968,6,True,False,True,ok,57.194999903440475,1.0174250916535372
light_AMCVn_V_40s_2026_05_20-0040_flat_4s_masked_clipmean_cal.fits,2461181.7680917825,40.0,1.0461680820673407,0.009835373782396222,420.48671875,0.8872987680871334,6,True,False,True,ok,58.00483323633671,1.0403344437844102
light_AMCVn_V_40s_2026_05_20-0041_flat_4s_masked_clipmean_cal.fits,2461181.7686533565,40.0,1.0377138950288716,0.009023321817129663,467.4902183532715,0.9945209992505936,6,True,False,True,ok,58.81349980831146,1.031927398949956
