file,jd,minutes,object_id,role,x,y,pred_x,pred_y,match_dist,flux,flux_err,flux_rate,flux_rate_err,flag,n_sources
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774287774887292672_src5,comparison,1939.5707207316614,1080.9187873938827,1939.6863380019483,1081.1894005558563,0.29427680272489093,7834.068161010742,109.77618443135086,979.2585201263428,13.722023053918857,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774288805679445888_src7,comparison,1850.2475839041604,1351.5284451361517,1850.2602094537112,1352.0646318797233,0.5363353694129332,6189.8671875,98.68999708528247,773.7333984375,12.336249635660309,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774289041901756032_src4,comparison,1946.7912805210476,1442.2039599635825,1947.0618567763063,1442.9802434553994,0.8220873247881061,7741.392509460449,109.85593746552118,967.6740636825562,13.731992183190147,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774271076054448768_src2,comparison,1413.5158354031628,320.4575232103273,1413.2570209752346,320.2035643450441,0.3626017282911611,12857.336013793945,141.16680063546255,1607.1670017242432,17.64585007943282,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774272862760870784_src1,comparison,506.77692023856997,255.79290322694726,505.7858909881479,255.43651332349242,1.0531632060021174,19652.538955688477,179.43841260460374,2456.5673694610596,22.429801575575468,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774384016513181696_src3,comparison,295.92175902332355,1252.4566172814427,294.5130981315767,1252.9267444795203,1.4850404338970637,8662.10302734375,120.06996115811077,1082.7628784179688,15.008745144763846,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774289488578357504_src6,comparison,846.2178135783524,1099.0572870718095,845.3850910057668,1099.2191283217628,0.8483038801515491,6720.709461212158,102.12000261676259,840.0886826515198,12.765000327095324,ok,15
light_V_8s_2026_05_20-0008_flat_0p3_late_bias_cal.fits,2461181.6735259257,1.931832879781723,gaia_774290626745586944_src8,comparison,976.0849136624921,1432.3828866357853,974.6329601332408,1432.6348230245349,1.4736488710278233,2177.0633392333984,72.10798132949031,272.1329174041748,9.01349766618629,ok,15
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,target_V0399_direct,target,1834.8841906583505,631.7515513319121,1834.8841906583505,631.7515513319121,0.0,1604202.750427246,4950.105678473874,200525.34380340576,618.7632098092342,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,DN_UMa_direct,check,1760.095423517192,686.1129312927242,1760.095423517192,686.1129312927242,0.0,2335640.3745117188,8664.155830950136,291955.04681396484,1083.019478868767,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774287774887292672_src5,comparison,1939.2356082732772,1080.1673464686735,1939.1178503422618,1079.9312894163131,0.26379890501305425,10027.608703613281,117.66273465415911,1253.4510879516602,14.707841831769889,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774288805679445888_src7,comparison,1849.9306082765575,1350.993236298304,1849.7828012878308,1350.3431797354292,0.6666486637300821,7642.040130615234,104.23222436453888,955.2550163269043,13.02902804556736,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774289041901756032_src4,comparison,1946.507412154529,1441.885445028085,1946.4067199641759,1441.129403360368,0.7627174578586837,10304.584426879883,117.39955348944673,1288.0730533599854,14.674944186180841,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774271076054448768_src2,comparison,1413.0470039338413,319.96593597323573,1413.7099789092663,320.0869342157447,0.6739261033154762,16501.019649505615,147.12385185783688,2062.627456188202,18.39048148222961,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774272862760870784_src1,comparison,506.1617784066637,255.20121248462385,507.7427307911544,255.23931070488965,1.5814113684978248,25573.977127075195,183.15003212100572,3196.7471408843994,22.893754015125715,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774384016513181696_src3,comparison,295.42817253729413,1251.6201930881894,296.6114585694979,1251.0476193493316,1.3145366181427278,11380.666732788086,129.56207304286283,1422.5833415985107,16.195259130357854,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774289488578357504_src6,comparison,845.6549240114555,1098.2652470901694,846.6102998168349,1097.7059593854501,1.107043660455395,9009.050285339355,110.90382804641136,1126.1312856674194,13.86297850580142,ok,21
light_V_8s_2026_05_20-0009_flat_0p3_late_bias_cal.fits,2461181.6737177083,2.2079998254776,gaia_774290626745586944_src8,comparison,975.2118117928021,1431.4080897166477,975.5771878440531,1430.6006395207473,0.8862705442963696,2774.4661560058594,75.03882037578967,346.8082695007324,9.379852546973709,ok,21
light_V_8s_2026_05_20-0010_flat_0p3_late_bias_cal.fits,2461181.6739096064,2.4843330681324005,target_V0399_direct,target,1835.7398028357868,629.6792331213811,1835.7398028357868,629.6792331213811,0.0,1410314.056274414,5710.913722090481,176289.25703430176,713.8642152613102,ok,19
light_V_8s_2026_05_20-0010_flat_0p3_late_bias_cal.fits,2461181.6739096064,2.4843330681324005,DN_UMa_direct,check,1760.936766338571,684.0564134721895,1760.936766338571,684.0564134721895,0.0,2009539.1633300781,9629.40142120163,251192.39541625977,1203.6751776502038,ok,19
